slug,agreement_no,url,purpose
dc1-16763,16763,https://zoningbylaw.edmonton.ca/dc1-16763,"This Provision is designed to retain and preserve the John T. Ross Residence while accommodating a high density residential tower with street level accessed units in the form of row houses that provide a transition in scale and family oriented dwellings fronting onto 98 Avenue and 111 Street, with site specific design controls to reduce the mass, sun shadow, and view impacts of the tower on adjacent developments."
dc1-16784,16784,https://zoningbylaw.edmonton.ca/dc1-16784,To establish a Direct Development Control Provision to accommodate the development of an architecturally sensitive low density mixed use residential and parking structure on a site containing a building on the Inventory of Historic Resources in Edmonton converted to commercial Uses.
dc1-16797,16797,https://zoningbylaw.edmonton.ca/dc1-16797,"This Provision is designed to accommodate the use and preservation of the A.K. Buckham Residence. This Provision allows Residential and Residential-related Uses, while ensuring that any future alterations are compatible with the architectural elements and historical significance of the Residence."
dc1-16894,16894,https://zoningbylaw.edmonton.ca/dc1-16894,The purpose of this Provision is to accommodate the creation of large lot Single Detached Housing that establishes a transition from low density residential development to adjacent existing Country Residential Estate development.
dc1-17014,17014,https://zoningbylaw.edmonton.ca/dc1-17014,"To preserve the Hyndman Residence as a Municipal Historic Resource. To ensure Residential is the only permitted use within the existing building, and to ensure future alterations or the construction of an Accessory building are compatible with the designation of this building as a Municipal Historic Resource, under Designation Bylaw 13773."
dc1-17020,17020,https://zoningbylaw.edmonton.ca/dc1-17020,The purpose of this Provision is to provide the opportunity for more efficient utilization of suburban areas through increased density of Single Detached Housing by reducing the minimum site width of the Residential Small Lot Zone.
dc1-17028,17028,https://zoningbylaw.edmonton.ca/dc1-17028,To establish a Direct Development Control Provision to provide shallow lot Single Detached Housing uses with attached Garages that reduce the prominence of garages to the street and efficiently utilize undeveloped suburban areas.
dc1-17111,17111,https://zoningbylaw.edmonton.ca/dc1-17111,To establish a Site Specific Development Control district to accommodate a range of Public Utility uses on City owned property with the site specific development regulations to ensure that this site is remediated to the extent necessary to accommodate the intended uses and that continuation of ground water monitoring is undertaken.
dc1-17121-shallow-lot-0,17121 SL,https://zoningbylaw.edmonton.ca/dc1-17121-shallow-lot-0,To establish a Direct Development Control Provision to provide shallow lot Single Detached Housing that efficiently utilizes undeveloped suburban land.
dc1-17121-stacked-row-housing,17121 SRH,https://zoningbylaw.edmonton.ca/dc1-17121-stacked-row-housing,"To establish a Direct Control Provision to provide the opportunity for medium density back to back Stacked Row Housing with front attached garages, in a manner that is complimentary to the surrounding development."
dc1-17178,17178,https://zoningbylaw.edmonton.ca/dc1-17178,"To establish a Site Specific Development Control Provision to accommodate a high density residential tower with street level commercial units fronting onto 124 Street and 102 Avenue and reassembling, incorporating and maintaining three historic Buena Vista building Facades within the development."
dc1-17355,17355,https://zoningbylaw.edmonton.ca/dc1-17355,The purpose of this Zone is to establish a medium and high density mixed use and pedestrian oriented development with opportunities for a mix of Residential and Commercial Uses. This Zone will facilitate the creation of a vibrant transit-oriented community adjacent to the Desrochers light rail transit (LRT) station.
dc1-17382,17382,https://zoningbylaw.edmonton.ca/dc1-17382,"To establish a Direct Development Control Provision to accommodate a range of Public Utility, Commercial, and Community Service Uses on the Site; to establish site-specific development regulations to ensure that the Site is remediated to the extent necessary to accommodate the intended Uses; and to preserve, integrate and develop Site-sensitive criteria for the preservation and rehabilitation of the historic Canada Packers Chimney Stack as a publicly accessible Amenity Area, while also incorporating the Chimney Stack as a predominant structure on the Site and maintaining its visibility within "
dc1-17410,17410,https://zoningbylaw.edmonton.ca/dc1-17410,The purpose of this Zone is to provide the opportunity for more efficient utilization of suburban areas through increased density of Single Detached Housing and by eliminating the requirement of one Side Setback per lot.
